date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:24:14	30646/30646	---M--	200	added ('OK')	image/png	etag:%2277b6-641af4f7-b91fd1ce96ae59ff;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination4.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination4.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:15	21390/21390	---M--	200	added ('OK')	image/png	etag:%22538e-641af4f9-9b465651a267ffe1;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination6.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination6.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:16	274167/274167	---M--	200	added ('OK')	image/png	etag:%2242ef7-641af4ef-750d7699aa49b32;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/big-img.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/big-img.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:17	42640/42640	---M--	200	added ('OK')	image/png	etag:%22a690-641af4fa-cab0a192f19b0026;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination7.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination7.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:17	36391/36391	---M--	200	added ('OK')	image/png	etag:%228e27-641af4fb-91254bea29cc9ca6;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination8.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination8.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:19	39823/39823	---M--	200	added ('OK')	image/png	etag:%229b8f-641af5b7-13287b7ad082e1a7;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel1.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel1.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:20	38596/38596	---M--	200	added ('OK')	image/png	etag:%2296c4-641af5b9-fa0d5482312bd499;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel3.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel3.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:21	43072/43072	---M--	200	added ('OK')	image/png	etag:%22a840-641af5b7-92de20cc8c19ff59;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel2.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel2.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:22	39098/39098	---M--	200	added ('OK')	image/png	etag:%2298ba-641af5ba-39e7b18be18ede38;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel5.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel5.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:26	40049/40049	---M--	200	added ('OK')	image/png	etag:%229c71-641af5b9-fd31f8e13e4f0130;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel4.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel4.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:27	38548/38548	---M--	200	added ('OK')	image/png	etag:%229694-641af5bd-bd0bca3d5be8447c;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel8.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel8.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:29	189526/189526	---M--	200	added ('OK')	image/png	etag:%222e456-641af5bd-e80ab407a422d43;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel7.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel7.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:29	37548/37548	---M--	200	added ('OK')	image/png	etag:%2292ac-641af5ba-397293868fa8ba8d;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel6.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/tab-img/hotel6.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:33	155128/155128	---M--	200	added ('OK')	image/png	etag:%2225df8-641af593-4f7756fe25d8db82;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/offer/offer1.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/offer/offer1.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:34	76065/76065	---M--	200	added ('OK')	image/png	etag:%2212921-641af595-e346d865354bc856;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/offer/offer3.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/offer/offer3.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:35	123554/123554	---M--	200	added ('OK')	image/png	etag:%221e2a2-641af593-16abd418de7b4ba9;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/offer/offer2.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/offer/offer2.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:35	7866/7866	---M--	200	added ('OK')	image/png	etag:%221eba-641af4ee-22c8ba3521114de0;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small1.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small1.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:36	9222/9222	---M--	200	added ('OK')	image/png	etag:%222406-641af4f0-d506054ba1f5abcb;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small2.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small2.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:36	8310/8310	---M--	200	added ('OK')	image/png	etag:%222076-641af4f1-fba6c89efd2816c4;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small3.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small3.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:37	9104/9104	---M--	200	added ('OK')	image/png	etag:%222390-641af4f1-776b47d93ab5e64f;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small4.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small4.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:37	9157/9157	---M--	200	added ('OK')	image/png	etag:%2223c5-641af4f2-d7cb503cab8160ba;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small5.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small5.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:38	9217/9217	---M--	200	added ('OK')	image/png	etag:%222401-641af4f3-1a7ee994319e2f13;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small6.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/destination/destination-small6.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:42	8587/8587	---M--	200	added ('OK')	image/png	etag:%22218b-641af58d-6e0d5f8ed12e7158;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/news/small2.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/news/small2.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:42	8253/8253	---M--	200	added ('OK')	image/png	etag:%22203d-641af58a-7e2bd95daba2c125;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/news/small1.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/news/small1.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:44	5966/5966	---M--	200	added ('OK')	image/png	etag:%22174e-641af58d-cafa5413acc2986e;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/news/small3.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/news/small3.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:45	8627/8627	---M--	200	added ('OK')	image/png	etag:%2221b3-641af58f-93720d0de9f0d828;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/news/small4.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/news/small4.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:24:47	10688/10688	---M--	200	added ('OK')	image/png	etag:%2229c0-641af598-10fab604b6a41184;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/partner/1.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/partner/1.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:25:17	10106/10106	---M--	200	added ('OK')	image/png	etag:%22277a-641af59b-15e25725e28cf134;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/partner/3.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/partner/3.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:25:42	8317/8317	---M--	200	added ('OK')	image/png	etag:%22207d-641af59d-a63f0c42408ce977;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/partner/5.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/partner/5.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:23	173388/173388	---M--	200	added ('OK')	image/png	etag:%222a54c-641af568-c13eb6d53a36283f;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/news/new-big.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/news/new-big.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:30	10688/10688	---M--	200	added ('OK')	image/png	etag:%2229c0-641af59e-78806fbc7fe2c7d1;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/partner/8.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/partner/8.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:33	1779/1779	---M--	200	added ('OK')	image/png	etag:%226f3-641af4ca-8abf64163d09bc58;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/common/email.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/common/email.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:34	45324/45324	---M-Z	200	added ('OK')	text/html	etag:%22b10c-641af432-2e1fb5c6095ae5fe;gz%22	https://andit.co/projects/html/and-tour/demo/terms-service.html	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/terms-service.html	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:34	1552/1552	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2004%20Jun%202023%2006:56:31%20GMT	https://andit.co/projects/html/and-tour/demo/faq.html	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/faq.html	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:35	4584/4584	---M--	200	added ('OK')	image/png	etag:%2211e8-641af4c6-cd34596358149247;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/common/cards.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/common/cards.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:41	207948/207948	---M-Z	200	added ('OK')	application/javascript	etag:%2232c4c-641af461-518ecd112b439bed;gz%22	https://andit.co/projects/html/and-tour/demo/assets/js/bootstrap.bundle.js	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/js/bootstrap.bundle.js	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:42	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%2215d9d-641af463-c3c27cc6746e4ccf;gz%22	https://andit.co/projects/html/and-tour/demo/assets/js/jquery-3.6.0.min.js	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/js/jquery-3.6.0.min.js	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:26:58	8990/8990	---M--	200	added ('OK')	image/png	etag:%22231e-641af59b-ea33cada43b41ef;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/partner/4.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/partner/4.png	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:27:19	8155/8155	---M-Z	200	added ('OK')	application/javascript	etag:%221fdb-641af46f-b52e6670d3581c9b;gz%22	https://andit.co/projects/html/and-tour/demo/assets/js/wow.min.js	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/js/wow.min.js	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:27:21	10137/10137	---M-Z	200	added ('OK')	application/javascript	etag:%222799-641af461-9d14a128b3d9b078;gz%22	https://andit.co/projects/html/and-tour/demo/assets/js/custom.js	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/js/custom.js	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:27:24	10587/10587	---M-Z	200	added ('OK')	application/javascript	etag:%22295b-641af460-479d7ec427512965;gz%22	https://andit.co/projects/html/and-tour/demo/assets/js/add-form.js	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/js/add-form.js	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:27:24	2182/2182	---M-Z	200	added ('OK')	application/javascript	etag:%22886-641af462-6f791c183f63022c;gz%22	https://andit.co/projects/html/and-tour/demo/assets/js/form-dropdown.js	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/js/form-dropdown.js	(from https://andit.co/projects/html/and-tour/demo/index.html)
12:27:33	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221eddc-641af47a-52efc50a7ee893b1;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400d41d.eot?	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400d41dd41d.eot	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:40	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221eddc-641af474-26b815e0b82d3b44;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.eot	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.eot	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:43	69608/69608	---M--	200	added ('OK')	font/woff2	etag:%2210fe8-641af478-8188f8486dbeabf0;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.woff2	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.woff2	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:44	81612/81612	---M--	200	added ('OK')	application/x-font-woff	etag:%2213ecc-641af478-7119937f3a790275;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.woff	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.woff	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:48	40460/40460	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e0c-641af47a-eeb566a144ef33a0;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.eot	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.eot	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:49	126192/126192	---M--	200	added ('OK')	application/x-font-ttf	etag:%221ecf0-641af477-b05e96cc62471609;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.ttf	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.ttf	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:55	713576/713576	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ae368-641af476-11a6122f769ab9d6;gz%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.svg	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-brands-400.svg	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:56	40460/40460	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e0c-641af480-438236d197fe5c7a;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400d41d.eot?	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400d41dd41d.eot	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:56	14844/14844	---M--	200	added ('OK')	font/woff2	etag:%2239fc-641af47e-cc0820e4864c1fab;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.woff2	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.woff2	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:27:59	18112/18112	---M--	200	added ('OK')	application/x-font-woff	etag:%2246c0-641af47e-644c6497884043d6;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.woff	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.woff	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:02	140249/140249	---M-Z	200	added ('OK')	image/svg+xml	etag:%22223d9-641af47d-e292dd78e0353cb6;gz%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.svg	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.svg	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:02	40232/40232	---M--	200	added ('OK')	application/x-font-ttf	etag:%229d28-641af47c-61bdaa2f88946393;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.ttf	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-regular-400.ttf	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:13	73852/73852	---M--	200	added ('OK')	font/woff2	etag:%221207c-641af485-350f657fda1eaadf;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.woff2	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.woff2	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:19	95436/95436	---M--	200	added ('OK')	application/x-font-woff	etag:%22174cc-641af485-9c3567d96e135a6f;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.woff	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.woff	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:33	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230234-641af481-85cc4f66848825fd;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.eot	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.eot	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:36	196952/196952	---M--	200	added ('OK')	application/x-font-ttf	etag:%2230158-641af483-f0bfc9599001b601;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.ttf	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.ttf	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:39	102380/102380	---M--	200	added ('OK')	font/woff2	etag:W/%2218fec-cpdRtpq9wNvdHfhH3KoE//US1Jo%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-icons.woff2?08efbba7c53d8c5413793eecb19b20bb	C:/Users/kanbi/Downloads/plsgod/cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-iconse8a7.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/bootstrap-icons.css)
12:28:44	137216/137216	---M--	200	added ('OK')	font/woff	etag:W/%2221800-1YaJSaIbcCt4TNQ0N88A811RThI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-icons.woff?08efbba7c53d8c5413793eecb19b20bb	C:/Users/kanbi/Downloads/plsgod/cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-iconse8a7.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/bootstrap-icons.css)
12:28:48	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230234-641af487-10ce9499fb2b7c79;;;%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900d41d.eot?	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900d41dd41d.eot	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:28:50	1552/1552	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2004%20Jun%202023%2006:58:47%20GMT	https://andit.co/projects/html/and-tour/demo/assets/css/owl.video.play.html	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/css/owl.video.play.96.delayed	(from https://andit.co/projects/html/and-tour/demo/assets/css/owl.carousel.min.css)
12:28:53	746673/746673	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b64b1-641af482-1b11a01e52540674;gz%22	https://andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.svg	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/webfonts/fa-solid-900.svg	(from https://andit.co/projects/html/and-tour/demo/assets/css/fontawesome.all.min.css)
12:29:34	514196/514196	---M--	200	added ('OK')	image/png	etag:%227d894-641af4ac-6bf45c1aaa3029dd;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/banner/bg.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/banner/bg.png	(from https://andit.co/projects/html/and-tour/demo/assets/css/style.css)
12:29:34	563227/563227	---M--	200	added ('OK')	image/png	etag:%228981b-641af4db-d06dd333cd67bf06;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/common/video_bg.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/common/video_bg.png	(from https://andit.co/projects/html/and-tour/demo/assets/css/style.css)
12:30:42	276740/276740	---M--	200	added ('OK')	image/png	etag:%2243904-641af4c2-c3390dc5a399a75b;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/common/bg.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/common/bg.png	(from https://andit.co/projects/html/and-tour/demo/assets/css/style.css)
12:31:10	287117/287117	---M--	200	added ('OK')	image/png	etag:%224618d-641af4b1-d5699986c2a9772e;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/banner/common-banner.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/banner/common-banner.png	(from https://andit.co/projects/html/and-tour/demo/assets/css/style.css)
12:31:14	1717/1717	---M--	200	added ('OK')	image/png	etag:%226b5-641af541-6938c2a729c9760d;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/icon/plane-right-blue.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/icon/plane-right-blue.png	(from https://andit.co/projects/html/and-tour/demo/assets/css/style.css)
12:31:17	1276/1276	---M-Z	200	added ('OK')	text/css	etag:%224fc-641af453-c63577c41dbb6f1;gz%22	https://andit.co/projects/html/and-tour/demo/assets/css/slick.min.css	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/css/slick.min.css	(from https://andit.co/projects/html/and-tour/demo/login.html)
12:31:18	1552/1552	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2004%20Jun%202023%2007:01:14%20GMT	https://andit.co/projects/html/and-tour/demo/assets/css/slick-theme.css	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/css/slick-theme.css	(from https://andit.co/projects/html/and-tour/demo/login.html)
12:31:21	5106/5106	---M-Z	200	added ('OK')	text/css	etag:%2213f2-641af44d-2bec57326005a263;gz%22	https://andit.co/projects/html/and-tour/demo/assets/css/nouislider.css	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/css/nouislider.css	(from https://andit.co/projects/html/and-tour/demo/login.html)
12:31:23	7642/7642	---M--	200	added ('OK')	image/png	etag:%221dda-641af45a-4fcd2515abac45ec;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/logo_black.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/logo_black.png	(from https://andit.co/projects/html/and-tour/demo/login.html)
12:31:24	1266/1266	---M--	200	added ('OK')	image/png	etag:%224f2-641af538-f2cc142fd42b388f;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/icon/google.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/icon/google.png	(from https://andit.co/projects/html/and-tour/demo/register.html)
12:31:25	1035/1035	---M--	200	added ('OK')	image/png	etag:%2240b-641af536-2edc703f40489ef9;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/icon/facebook.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/icon/facebook.png	(from https://andit.co/projects/html/and-tour/demo/register.html)
12:31:26	1159/1159	---M--	200	added ('OK')	image/png	etag:%22487-641af553-4d2ae3c07217a978;;;%22	https://andit.co/projects/html/and-tour/demo/assets/img/icon/twitter.png	C:/Users/kanbi/Downloads/plsgod/andit.co/projects/html/and-tour/demo/assets/img/icon/twitter.png	(from https://andit.co/projects/html/and-tour/demo/register.html)
